citation,processed_text
1 Chronicles 12:40,moreover nigh even unto issachar zebulun naphtali brought bread asses camels mules oxen meat meal cakes figs bunches raisins wine oil oxen sheep abundantly joy israel
1 Chronicles 13:1,david consulted captains thousands hundreds every leader
1 Chronicles 13:2,david said unto congregation israel seem good unto lord god let us send abroad unto brethren every left land israel also priests levites cities suburbs may gather unto us
1 Chronicles 13:3,let us bring ark god us inquired days saul
1 Chronicles 13:4,congregation said would thing right eyes people
1 Chronicles 13:5,david gathered israel together shihor egypt even unto entering hemath bring ark god kirjathjearim
1 Chronicles 13:6,david went israel baalah kirjathjearim belonged judah bring thence ark god lord dwelleth cherubim whose name called
1 Chronicles 13:7,carried ark god new cart house abinadab uzza ahio drave cart
1 Chronicles 13:8,david israel played god might singing harps psalteries timbrels cymbals trumpets
1 Chronicles 13:9,came unto threshingfloor chidon uzza put forth hand hold ark oxen stumbled
1 Chronicles 13:10,anger lord kindled uzza smote put hand ark died god
1 Chronicles 13:11,david displeased lord made breach upon uzza wherefore place called perezuzza day
1 Chronicles 13:12,david afraid god day saying shall bring ark god home
1 Chronicles 13:13,david brought ark home city david carried aside house obededom gittite
1 Chronicles 13:14,ark god remained family obededom house three months lord blessed house obededom
1 Chronicles 14:1,hiram king tyre sent messengers david timber cedars masons carpenters build house
1 Chronicles 14:2,david perceived lord confirmed king israel kingdom lifted high people israel
1 Chronicles 14:3,david took wives jerusalem david begat sons daughters
1 Chronicles 14:4,names children jerusalem shammua shobab nathan solomon
1 Chronicles 14:5,ibhar elishua elpalet
1 Chronicles 14:6,nogah nepheg japhia
1 Chronicles 14:7,elishama beeliada eliphalet
1 Chronicles 14:8,philistines heard david anointed king israel philistines went seek david david heard went
1 Chronicles 14:9,philistines came spread valley rephaim
1 Chronicles 14:10,david inquired god saying shall go philistines wilt thou deliver mine hand lord said unto go deliver thine hand
1 Chronicles 14:11,came baalperazim david smote david said god hath broken upon mine enemies mine hand like breaking forth waters therefore called name place baalperazim
1 Chronicles 14:12,left gods david gave commandment burned fire
1 Chronicles 14:13,philistines yet spread abroad valley
1 Chronicles 14:14,therefore david inquired god god said unto go turn away come upon mulberry trees
1 Chronicles 14:15,shall thou shalt hear sound going tops mulberry trees thou shalt go battle god gone forth thee smite host philistines
1 Chronicles 14:16,david therefore god commanded smote host philistines gibeon even gazer
1 Chronicles 14:17,fame david went lands lord brought fear upon nations
1 Chronicles 15:1,david made houses city david prepared place ark god pitched tent
1 Chronicles 15:2,david said none ought carry ark god levites hath lord chosen carry ark god minister unto ever
1 Chronicles 15:3,david gathered israel together jerusalem bring ark lord unto place prepared
1 Chronicles 15:4,david assembled children aaron levites
1 Chronicles 15:5,sons kohath uriel chief brethren hundred twenty
1 Chronicles 15:6,sons merari asaiah chief brethren two hundred twenty
1 Chronicles 15:7,sons gershom joel chief brethren hundred thirty
1 Chronicles 15:8,sons elizaphan shemaiah chief brethren two hundred
1 Chronicles 15:9,sons hebron eliel chief brethren fourscore
1 Chronicles 15:10,sons uzziel amminadab chief brethren hundred twelve
1 Chronicles 15:11,david called zadok abiathar priests levites uriel asaiah joel shemaiah eliel amminadab
1 Chronicles 15:12,said unto ye chief fathers levites sanctify ye brethren ye may bring ark lord god israel unto place prepared
1 Chronicles 15:13,ye first lord god made breach upon us sought due order
1 Chronicles 15:14,priests levites sanctified bring ark lord god israel
1 Chronicles 15:15,children levites bare ark god upon shoulders staves thereon moses commanded according word lord
1 Chronicles 15:16,david spake chief levites appoint brethren singers instruments music psalteries harps cymbals sounding lifting voice joy
1 Chronicles 15:17,levites appointed heman son joel brethren asaph son berechiah sons merari brethren ethan son kushaiah
1 Chronicles 15:18,brethren second degree zechariah ben jaaziel shemiramoth jehiel unni eliab benaiah maaseiah mattithiah elipheleh mikneiah obededom jeiel porters
1 Chronicles 15:19,singers heman asaph ethan appointed sound cymbals brass
1 Chronicles 15:20,zechariah aziel shemiramoth jehiel unni eliab maaseiah benaiah psalteries alamoth
1 Chronicles 15:21,mattithiah elipheleh mikneiah obededom jeiel azaziah harps sheminith excel
1 Chronicles 15:22,chenaniah chief levites song instructed song skillful
1 Chronicles 15:23,berechiah elkanah doorkeepers ark
1 Chronicles 15:24,shebaniah jehoshaphat nethaneel amasai zechariah benaiah eliezer priests blow trumpets ark god obededom jehiah doorkeepers ark
1 Chronicles 15:25,david elders israel captains thousands went bring ark covenant lord house obededom joy
1 Chronicles 15:26,came pass god helped levites bare ark covenant lord offered seven bullocks seven rams
1 Chronicles 15:27,david clothed robe fine linen levites bare ark singers chenaniah master song singers david also upon ephod linen
1 Chronicles 15:28,thus israel brought ark covenant lord shouting sound cornet trumpets cymbals making noise psalteries harps
1 Chronicles 15:29,came pass ark covenant lord came city david michal daughter saul looking window saw king david dancing playing despised heart
1 Chronicles 16:1,brought ark god set midst tent david pitched offered burnt sacrifices peace offerings god
1 Chronicles 16:2,david made end offering burnt offerings peace offerings blessed people name lord
1 Chronicles 16:3,dealt every one israel man woman every one loaf bread good piece flesh flagon wine
1 Chronicles 16:4,appointed certain levites minister ark lord record thank praise lord god israel
1 Chronicles 16:5,asaph chief next zechariah jeiel shemiramoth jehiel mattithiah eliab benaiah obededom jeiel psalteries harps asaph made sound cymbals
1 Chronicles 16:6,benaiah also jahaziel priests trumpets continually ark covenant god
1 Chronicles 16:7,day david delivered first psalm thank lord hand asaph brethren
1 Chronicles 16:8,give thanks unto lord call upon name make known deeds among people
1 Chronicles 16:9,sing unto sing psalms unto talk ye wondrous works
1 Chronicles 16:10,glory ye holy name let heart rejoice seek lord
1 Chronicles 16:11,seek lord strength seek face continually
1 Chronicles 16:12,remember marvelous works hath done wonders judgments mouth
1 Chronicles 16:13,ye seed israel servant ye children jacob chosen ones
1 Chronicles 16:14,lord god judgments earth
1 Chronicles 16:15,ye mindful always covenant word commanded thousand generations
1 Chronicles 16:16,even covenant made abraham oath unto isaac
1 Chronicles 16:17,hath confirmed jacob law israel everlasting covenant
1 Chronicles 16:18,saying unto thee give land canaan lot inheritance
1 Chronicles 16:19,ye even strangers
1 Chronicles 16:20,went nation nation one kingdom another people
1 Chronicles 16:21,suffered man wrong yea reproved kings sakes
1 Chronicles 16:22,saying touch mine anointed prophets harm
1 Chronicles 16:23,sing unto lord earth show forth day day salvation
1 Chronicles 16:24,declare glory among heathen marvelous works among nations
1 Chronicles 16:25,great lord greatly praised also feared gods
1 Chronicles 16:26,gods people idols lord made heavens
1 Chronicles 16:27,glory honor presence strength gladness place
1 Chronicles 16:28,give unto lord ye kindred people give unto lord glory strength
1 Chronicles 16:29,give unto lord glory due unto name bring offering come worship lord beauty holiness
1 Chronicles 16:30,fear earth world also shall stable moved
1 Chronicles 16:31,let heavens glad let earth rejoice let men say among nations lord reigneth
1 Chronicles 16:32,let sea roar fulness thereof let fields rejoice therein
1 Chronicles 16:33,shall trees wood sing presence lord cometh judge earth
1 Chronicles 16:34,give thanks unto lord good mercy endureth ever
1 Chronicles 16:35,say ye save us god salvation gather us together deliver us heathen may give thanks thy holy name glory thy praise
1 Chronicles 16:36,blessed lord god israel ever ever people said amen praised lord
1 Chronicles 16:37,left ark covenant lord asaph brethren minister ark continually every day work required
1 Chronicles 16:38,obededom brethren threescore eight obededom also son jeduthun hosah porters
1 Chronicles 16:39,zadok priest brethren priests tabernacle lord high place gibeon
1 Chronicles 16:40,offer burnt offerings unto lord upon altar burnt offering continually morning evening according written law lord commanded israel
1 Chronicles 16:41,heman jeduthun rest chosen expressed name give thanks lord mercy endureth ever
1 Chronicles 16:42,heman jeduthun trumpets cymbals make sound musical instruments god sons jeduthun porters
1 Chronicles 16:43,people departed every man house david returned bless house
1 Chronicles 17:1,came pass david sat house david said nathan prophet lo dwell house cedars ark covenant lord remaineth curtains
1 Chronicles 17:2,nathan said unto david thine heart god thee
1 Chronicles 17:3,came pass night word god came nathan saying
1 Chronicles 17:4,go tell david servant thus saith lord thou shalt build house dwell
1 Chronicles 17:5,dwelt house since day brought israel unto day gone tent tent one tabernacle another
1 Chronicles 17:6,wheresoever walked israel spake word judges israel commanded feed people saying ye built house cedars
1 Chronicles 17:7,therefore thus shalt thou say unto servant david thus saith lord hosts took thee sheepcote even following sheep thou shouldest ruler people israel
1 Chronicles 17:8,thee whithersoever thou hast walked cut thine enemies thee made thee name like name great men earth
1 Chronicles 17:9,also ordain place people israel plant shall dwell place shall moved neither shall children wickedness waste beginning
1 Chronicles 17:10,since time commanded judges people israel moreover subdue thine enemies furthermore tell thee lord build thee house
1 Chronicles 17:11,shall come pass thy days expired thou must go thy fathers raise thy seed thee shall thy sons establish kingdom
1 Chronicles 17:12,shall build house stablish throne ever
1 Chronicles 17:13,father shall son take mercy away took thee
1 Chronicles 17:14,settle mine house kingdom ever throne shall established evermore
1 Chronicles 17:15,according words according vision nathan speak unto david
1 Chronicles 17:16,david king came sat lord said lord god mine house thou hast brought hitherto
1 Chronicles 17:17,yet small thing thine eyes god thou hast also spoken thy servant house great come hast regarded according estate man high degree lord god
1 Chronicles 17:18,david speak thee honor thy servant thou knowest thy servant
1 Chronicles 17:19,lord thy servant sake according thine heart hast thou done greatness making known great things
1 Chronicles 17:20,lord none like thee neither god beside thee according heard ears
1 Chronicles 17:21,one nation earth like thy people israel god went redeem people make thee name greatness terribleness driving nations thy people thou hast redeemed egypt
1 Chronicles 17:22,thy people israel didst thou make thine people ever thou lord becamest god
1 Chronicles 17:23,therefore lord let thing thou hast spoken concerning thy servant concerning house established ever thou hast said
1 Chronicles 17:24,let even established thy name may magnified ever saying lord hosts god israel even god israel let house david thy servant established thee
1 Chronicles 17:25,thou god hast told thy servant thou wilt build house therefore thy servant hath found heart pray thee
1 Chronicles 17:26,lord thou art god hast promised goodness unto thy servant
1 Chronicles 17:27,therefore let please thee bless house thy servant may thee ever thou blessest lord shall blessed ever
1 Chronicles 18:1,came pass david smote philistines subdued took gath towns hand philistines
1 Chronicles 18:2,smote moab moabites became david servants brought gifts
1 Chronicles 18:3,david smote hadarezer king zobah unto hamath went stablish dominion river euphrates
1 Chronicles 18:4,david took thousand chariots seven thousand horsemen twenty thousand footmen david also houghed chariot horses reserved hundred chariots
1 Chronicles 18:5,syrians damascus came help hadarezer king zobah david slew syrians two twenty thousand men
1 Chronicles 18:6,david put garrisons syriadamascus syrians became david servants brought gifts thus lord preserved david whithersoever went
1 Chronicles 18:7,david took shields gold servants hadarezer brought jerusalem
1 Chronicles 18:8,likewise tibhath chun cities hadarezer brought david much brass wherewith solomon made brazen sea pillars vessels brass
1 Chronicles 18:9,tou king hamath heard david smitten host hadarezer king zobah
1 Chronicles 18:10,sent hadoram son king david enquire welfare congratulate fought hadarezer smitten hadarezer war tou manner vessels gold silver brass
1 Chronicles 18:11,also king david dedicated unto lord silver gold brought nations edom moab children ammon philistines amalek
1 Chronicles 18:12,moreover abishai son zeruiah slew edomites valley salt eighteen thousand
1 Chronicles 18:13,put garrisons edom edomites became david servants thus lord preserved david whithersoever went
1 Chronicles 18:14,david reigned israel executed judgment justice among people
1 Chronicles 18:15,joab son zeruiah host jehoshaphat son ahilud recorder
1 Chronicles 18:16,zadok son ahitub abimelech son abiathar priests shavsha scribe
